Platform,dummy_HBO,id,title,exclusive,type,dummy_movie,description,release_year,L10Y_vs_old,L10Y_vs_old dummy,release_year_segments,age_certification,age_certification_segments,dummy_mature,dummy_NR,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
HBO Max,1,ts21873,Justice League,exclusive,SHOW,0,"The long-awaited rebirth of the greatest superhero team of all time: Batman, Superman, The Flash, Wonder Woman, Hawkgirl, Green Lantern and Martian Manhunter.",2001,Old,0,New,TV-PG,youth,0,0,23,"['action', 'scifi', 'romance', 'animation', 'thriller', 'drama', 'family', 'fantasy']",['US'],2,tt0275137,8.6,45446,16.79,8.1
Netflix,0,ts225102,Record of Youth,exclusive,SHOW,0,"In a cutthroat world where the life you’re born into decides your success, three aspiring youths are determined to change that perception as they fight for their dreams.",2020,L10Y,1,New,TV-14,mature,1,0,73,"['drama', 'romance']",['KR'],1,tt12850322,7.2,2381,16.785,8.3
HBO Max,1,tm117515,Frida,exclusive,MOVIE,1,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",2002,Old,0,New,R,mature,1,0,123,"['drama', 'comedy', 'romance', 'documentation', 'european']","['MX', 'US', 'CA']",,tt0120679,7.3,88786,16.775,7.5
HBO Max,1,tm133501,Mona Lisa Smile,exclusive,MOVIE,1,"The story of Katherine Ann Watson, a feminist teacher who studied at UCLA graduate school and in 1953 left her boyfriend behind in Los Angeles, California to teach at Wellesley College, a conservative women's private liberal arts college in Massachusetts, United States.",2003,Old,0,New,PG-13,mature,1,0,117,['drama'],['US'],,tt0304415,6.5,81645,16.764,6.9
Netflix,0,ts296563,Who Rules The World,exclusive,SHOW,0,"A legendary wuxia romance that focuses on the decade-long romance between Hei Fengxi and Bai Fengxi, and the adventures they embark on together.",2022,L10Y,1,New,TV-PG,youth,0,0,42,"['drama', 'fantasy', 'romance']",['CN'],1,tt14950036,8.3,530,16.75,5.9
HBO Max,1,tm191749,Free Willy 3: The Rescue,exclusive,MOVIE,1,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse",1997,Old,0,New,PG,youth,0,0,86,"['family', 'action', 'drama']",['US'],,tt0119152,4.7,10109,16.75,6.3
Netflix,0,ts255926,Dash & Lily,exclusive,SHOW,0,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams, and desires in the notebook they pass back and forth at locations all across New York City.",2020,L10Y,1,New,TV-14,mature,1,0,25,"['drama', 'comedy', 'romance']",['US'],1,tt1758589,7.5,16978,16.738,8.2
HBO Max,1,ts270943,It's a Sin,exclusive,SHOW,0,"A chronicle of five friends during a decade in which everything changed, including the rise of AIDS.",2021,L10Y,1,New,TV-MA,mature,1,0,48,"['drama', 'comedy', 'thriller', 'horror', 'history']",['GB'],1,tt9140342,8.7,28880,16.731,8
HBO Max,1,tm144250,Master and Commander: The Far Side of the World,exclusive,MOVIE,1,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",2003,Old,0,New,PG-13,mature,1,0,138,"['drama', 'war', 'history', 'action']",['US'],,tt0311113,7.4,217440,16.721,7.1
Netflix,0,ts222522,Spriggan,exclusive,SHOW,0,An ancient civilization's relics on Earth hold dangerous powers — it's up to ARCAM Corporation's Spriggan agents to keep them out of the wrong hands.,2022,L10Y,1,New,TV-MA,mature,1,0,46,"['animation', 'action', 'war', 'scifi', 'drama', 'thriller']",['JP'],1,tt10011306,7,664,16.71,6.9
HBO Max,1,tm30909,Poseidon,exclusive,MOVIE,1,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",2006,Old,0,New,PG-13,mature,1,0,98,"['thriller', 'drama', 'action']",['US'],,tt0409182,5.7,103562,16.673,5.8
HBO Max,1,tm138091,Cantinflas,exclusive,MOVIE,1,"Mike Todd is a Broadway producer struggling to produce the film. Around the World in 80 Days. In Mexico, Mario Moreno, a young entertainer is struggling to get some respect, and he manages to become a star. A twist of faith makes them partners. Together they won the Oscar for Best Picture.",2014,L10Y,1,New,PG,youth,0,0,106,"['drama', 'comedy', 'romance']","['MX', 'ES']",,tt3439508,6.6,3971,16.672,6.4
Netflix,0,tm219233,Loving,exclusive,MOVIE,1,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",2016,L10Y,1,New,PG-13,mature,1,0,123,"['drama', 'romance']","['GB', 'US']",,tt4669986,7,34326,16.664,6.7
Netflix,0,ts82268,GHOUL,exclusive,SHOW,0,A newly minted military interrogator arrives at a covert detention center to discover that some of the terrorists held there are not of this world.,2018,L10Y,1,New,TV-MA,mature,1,0,46,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['IN'],2,tt5811766,8,6,16.66,6.9
Netflix,0,ts22005,Total Drama Island,exclusive,SHOW,0,"Reality TV meets animation in this parody in which twenty-two teens are sent to the most run-down and bug-infested summer camp known to reality TV producers. Split into teams, The Screaming Gophers take on The Killer Bass as they face challenges that get more insane each week.",2007,Old,0,New,TV-PG,youth,0,0,23,"['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family']",['CA'],6,tt1173427,7.3,10886,16.655,7.3
Netflix,0,tm914535,2 Hearts,exclusive,MOVIE,1,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",2020,L10Y,1,New,PG-13,mature,1,0,100,"['drama', 'romance']",['US'],,tt5616176,6.2,3801,16.578,7.7
Netflix,0,ts321513,My Liberation Notes,exclusive,SHOW,0,"Three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their unremarkable lives.",2022,L10Y,1,New,TV-MA,mature,1,0,68,"['drama', 'family', 'romance']",['KR'],1,tt15146130,8.4,1400,16.528,8.1
Netflix,0,ts215691,Teenage Bounty Hunters,exclusive,SHOW,0,"After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.",2020,L10Y,1,New,TV-MA,mature,1,0,49,"['comedy', 'drama', 'action', 'crime']",['US'],1,tt10584608,7.6,11426,16.492,7.9
Netflix,0,ts88151,Quicksand,exclusive,SHOW,0,"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.",2019,L10Y,1,New,TV-MA,mature,1,0,46,"['drama', 'crime', 'thriller']",['SE'],1,tt8686106,7.5,21276,16.469,7.3
Netflix,0,ts42137,Voltron: Legendary Defender,exclusive,SHOW,0,Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.,2016,L10Y,1,New,TV-Y7,youth,0,0,24,"['action', 'scifi', 'comedy', 'fantasy', 'drama', 'animation', 'family']",['US'],8,tt5580664,8.1,8821,16.452,7.4
Netflix,0,ts90729,Away,exclusive,SHOW,0,"American astronaut Emma Green must leave her husband and teenage daughter behind to command an international space crew embarking upon a treacherous mission. A series about hope, humanity and how we need one another if we are to achieve impossible things.",2020,L10Y,1,New,TV-14,mature,1,0,50,"['drama', 'scifi', 'romance']",['US'],1,tt8787802,6.6,23787,16.426,6.8
HBO Max,1,tm58978,Staying Alive,exclusive,MOVIE,1,It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenger yet - making it as a dancer on the Broadway stage.,1983,Old,0,Middle,PG,youth,0,0,93,"['drama', 'music', 'romance']",['US'],,tt0086361,4.7,15865,16.412,5.7
HBO Max,1,tm144245,The Haunting in Connecticut,exclusive,MOVIE,1,"When the Campbell family moves to upstate Connecticut, they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son Jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover.",2009,Old,0,New,PG-13,mature,1,0,102,"['thriller', 'horror', 'drama']",['US'],,tt0492044,5.8,61807,16.385,6.2
Netflix,0,ts55962,Dear White People,exclusive,SHOW,0,"At a predominantly white Ivy League college, a diverse group of students navigate various forms of racial and other types of discrimination.",2017,L10Y,1,New,TV-MA,mature,1,0,30,"['comedy', 'drama']",['US'],4,tt5707802,6.1,25232,16.376,6.4
HBO Max,1,tm47554,The Day the Earth Stood Still,exclusive,MOVIE,1,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",2008,Old,0,New,PG-13,mature,1,0,104,"['scifi', 'thriller', 'drama']","['US', 'CA']",,tt0970416,5.5,169491,16.334,5.6
Netflix,0,ts223344,The Gift,exclusive,SHOW,0,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,2019,L10Y,1,New,TV-MA,mature,1,0,43,"['thriller', 'drama', 'scifi', 'fantasy']",['TR'],3,tt10075318,7,21802,16.327,7.7
Netflix,0,tm23935,The Lake House,exclusive,MOVIE,1,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",2006,Old,0,New,PG,youth,0,0,99,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']",['US'],,tt0410297,6.8,149070,16.31,7
Netflix,0,tm136308,Monster,exclusive,MOVIE,1,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes the United States' first female serial killer.",2003,Old,0,New,R,mature,1,0,110,"['crime', 'drama', 'thriller', 'european']",['US'],,tt0340855,7.3,150339,16.309,7.2
Netflix,0,ts75151,Godless,exclusive,SHOW,0,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.",2017,L10Y,1,New,TV-MA,mature,1,0,65,"['drama', 'western', 'documentation', 'action', 'crime']",['US'],1,tt5516154,7.6,27,16.273,7.754
HBO Max,1,tm72561,The Tin Drum,exclusive,MOVIE,1,"Oskar is born in Germany in 1924 with an advanced intellect. Repulsed by the hypocrisy of adults and the irresponsibility of society, he refuses to grow older after his third birthday.",1979,Old,0,Middle,R,mature,1,0,162,"['history', 'war', 'drama', 'european']",['DE'],,tt0078875,7.5,23919,16.257,7
Netflix,0,ts75286,Greenhouse Academy,exclusive,SHOW,0,"When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom.",2017,L10Y,1,New,TV-PG,youth,0,0,23,['drama'],['US'],4,tt6076336,6.6,6133,16.244,8.1
Netflix,0,tm843444,Da 5 Bloods,exclusive,MOVIE,1,Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,2020,L10Y,1,New,R,mature,1,0,156,"['war', 'drama']",['US'],,tt9777644,6.5,50520,16.232,6.6
Netflix,0,tm813078,Prayers for the Stolen,exclusive,MOVIE,1,Life in a town at war seen through the eyes of three young girls on the path to adolescence.,2021,L10Y,1,New,R,mature,1,0,110,['drama'],"['BR', 'DE', 'QA', 'MX', 'US', 'CH', 'AR']",,tt10366574,7.3,1729,16.208,7.8
Netflix,0,ts271321,Beyond Evil,exclusive,SHOW,0,"A serial murder case takes place in the small, peaceful city. The case is the same serial murder case that took place 20 years ago and changed Lee Dong-sik’s life. The two detectives work to catch the killer.",2021,L10Y,1,New,TV-MA,mature,1,0,66,"['crime', 'thriller', 'drama']",['KR'],1,tt13634872,8.1,3010,16.207,8.4
HBO Max,1,ts21884,John Adams,exclusive,SHOW,0,"Adapted from David McCullough's Pulitzer Prize-winning biography, this lavish seven-part miniseries chronicles the life of Founding Father John Adams, starting with the Boston Massacre of 1770 through his years as an ambassador in Europe, then his terms as vice president and president of the United States, up to his death on July 4, 1826.",2008,Old,0,New,TV-14,mature,1,0,70,"['drama', 'history']",['US'],1,tt0472956,8.5,31572,16.177,7.9
Netflix,0,ts77474,Mr. Sunshine,exclusive,SHOW,0,"Set in the early 1900s, this drama tells the story of a young man from Korea who grows up in the United States. When he returns to Korea as a US Marine Corps officer, he meets and falls in love with a noblewoman who is fighting for Korean independence. Their romance is complicated by social class and political ideology.",2018,L10Y,1,New,TV-MA,mature,1,0,76,"['drama', 'history', 'romance', 'war', 'action']",['KR'],1,tt7094780,8.7,7054,16.097,8.516
Netflix,0,tm409618,Alex Strangelove,exclusive,MOVIE,1,"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",2018,L10Y,1,New,R,mature,1,0,99,"['comedy', 'drama', 'romance']",['US'],,tt5688996,6.3,17746,16.093,6.6
Netflix,0,tm219173,Term Life,exclusive,MOVIE,1,"If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",2016,L10Y,1,New,R,mature,1,0,93,"['thriller', 'drama', 'action', 'crime']",['US'],,tt2978102,5.5,8030,16.084,5.9
